Date / Time,City,State,Shape,Duration,Summary,Posted,Date of Sighting,Time of Sighting,Meridian
6/1/82 0:00,Moki Dugway,UT,Triangle,25 MIN.,"LARGE TRIANGLE SHAPED OBJECTS A PROTRUSION IN THE FRONT WITH A LIGHT SHINNING DOWN ON THE ROAD U.S.HWY 261 .

 WE WERE TRAVELING SOUT",9/19/02,6/1/82,12:00:00,AM
5/15/82 16:00,Detroit,MI,Triangle,15 min,"It moved like no other flying planes I've ever seen with quick and sharp movements, had not sound.",11/21/10,5/15/82,4:00:00,PM
2/12/82 23:54,Windsor,CO,Triangle,,"Occurred : 2/12/1982 23:54 (Entered as : 02/12/82 11:54) Reported : 4/19/2001 09:13 Posted : 4/28/2001 Location : Windsor, CO Shape : T",11/20/01,2/12/82,11:54:00,PM
2/12/82 23:54,Windsor,CO,Triangle,6 Minutes,Upside Down Black Metalic Pyramid with non-defracting lights,4/28/01,2/12/82,11:54:00,PM
11/30/81 20:00,Vernon,NJ,Triangle,4 minutes,Corrections Officer brother and sister have seperate events. I saw the triange 18 years ago!,4/2/99,11/30/81,8:00:00,PM
10/15/81 7:30,Stonewall (Canada),MB,Triangle,10 hours,"I remember feeling so scared and helpless, trouble breathing, feeling of being abandoned.",11/20/13,10/15/81,7:30:00,AM
9/15/81 6:30,Georgetown,SC,Triangle,-3 min,"Triangular shape over Georgetown, early 1980's",1/31/11,9/15/81,6:30:00,AM
9/9/81 20:00,Moca (Puerto Rico),,Triangle,15 minutes,"Huge triangle with three smaller saucers at the angles and a command station in the center, lingers above farm house for 15 minutes.",10/31/08,9/9/81,8:00:00,PM
9/1/81 20:00,Port Jervis,NY,Triangle,20 minutes,"While walking on route 209 south, 2 miles north of Port Jervis, ny, I noticed a dull red light far in the distance. At first sighting,",3/23/04,9/1/81,8:00:00,PM
8/15/81 22:00,Huntington Beach,CA,Triangle,10 minutes,"Large craft , triangle shaped,very bright white lights/prism , forward/backward/90deg turns/hoovered ,at night over a city",4/1/01,8/15/81,10:00:00,PM
8/12/81 14:00,Medicine Hat (Canada),AB,Triangle,1min30 sec,"5 bright lights seen in medicine hat, alta. in the mid afternoon in 1980-1981",9/15/05,8/12/81,2:00:00,PM
8/1/81 20:00,Carnes,MS,Triangle,10-15 minutes,"Trangulat object, with lights on each side, traveling just over treetop high at very slow speed and no sounds. It went directly over.",4/25/02,8/1/81,8:00:00,PM
7/29/81 18:00,Vinton,IA,Triangle,5-6 hours,"It was Black as night, triangle shaped, with three lights underneath one in each corne",6/14/12,7/29/81,6:00:00,PM
7/7/81 20:30,Ontario (Canada),,Triangle,5 minutes,"Large triangle near Port Huron, in Ontario, Canada, Flat black and 400 yards long.",4/18/12,7/7/81,8:30:00,PM
6/30/81 21:00,Lebanon,MO,Triangle,5 minutes,Enormous triangular object blocked stars as it moved slowly over house,10/30/12,6/30/81,9:00:00,PM
6/15/81 20:00,Wellston,OH,Triangle,minutes,"large tiangular craft hovering over the trees, dim light, then going very slowly towards the east. i was amazed!!!",7/16/03,6/15/81,8:00:00,PM
6/13/81 22:00,Kulpmount,PA,Triangle,8-10 seconds,3 triangle craft buzz us at low attiltude. ((NUFORC Note: We are unsure whether this is a serious report. PD)),4/16/05,6/13/81,10:00:00,PM
6/1/81 21:00,Portland,OR,Triangle,15 seconds,"elongated triangle ship spotted around 1981, 3 witnesses. it put us in a daze making it hard to think",9/24/03,6/1/81,9:00:00,PM
5/1/81 20:00,San Diego,CA,Triangle,1 hour,"I saw 5 UFO's this night, thanks to my girlfriend at the time who was connected to them. This was 1981. She took me out to watch them.",1/28/99,5/1/81,8:00:00,PM
4/25/81 20:00,Bridgewater,MA,Triangle,7 to 10 minutes,"I'm sorry I am so late in reporting this. My husband and I rarely talked about it to each other after the incident, which was short in",11/26/03,4/25/81,8:00:00,PM
3/25/81 19:30,Pompano Beach,FL,Triangle,30 sec,Saw something that looked like a billiard rack silently moving south to north.,4/26/99,3/25/81,7:30:00,PM
3/1/81 17:30,Northfield,MA,Triangle,1 minute,Triangle object seen following the Connecticut River,10/19/17,3/1/81,5:30:00,PM
1/15/81 20:00,Long Beach,CA,Triangle,10-15 sec,5 dull red lights in V formation cruising over the coast of Long Beach,8/7/11,1/15/81,8:00:00,PM
1/15/81 10:00,Colorado Springs,CO,Triangle,10,Triangular black craft in broad daylight hovering high and then speeding off.,2/1/07,1/15/81,10:00:00,AM
1/12/81 22:00,West Jefferson,OH,Triangle,1 minute,Red Triangle Over West Jefferson.,1/10/14,1/12/81,10:00:00,PM
10/20/80 19:00,Dallas,TX,Triangle,30-45 min,"We were in a boat fishing at Lake Ray Hubbard, heading toward north end of lake. We noticed an object hovering just above a water tower",4/27/04,10/20/80,7:00:00,PM
10/19/80 1:00,Bald Knob,AR,Triangle,10 min,"ORANGE TRIANGULAR CRAFT,NO NOISE",11/21/10,10/19/80,1:00:00,AM
10/15/80 3:00,Guntersville,AL,Triangle,10 seconds,The date and time is not exact. I was the shift supervisor at a chemical plant located on the banks of the Tennessee River. Mountains,8/27/09,10/15/80,3:00:00,AM
9/24/80 23:59,Savannah/Register (between),GA,Triangle,5 min.,"very low , triangle shaped craft, with no sound",8/5/01,9/24/80,11:59:00,PM
9/15/80 23:00,Bridgeport,CT,Triangle,5 minutes,I was sitting on my front porch and noticed a bright light in the distance over the trees. I mentioned it to my fiance and he said it w,1/19/05,9/15/80,11:00:00,PM
8/1/80 23:00,Barrington,IL,Triangle,5 seconds,Triangle hovering over me then moved across sky,11/21/10,8/1/80,11:00:00,PM
8/1/80 15:00,Ormstown (Canada),QC,Triangle,2 minutes,"Though this happened many years ago, the incident left a lasting impression.

 I was sitting at my kitchen table around 3:00pm on a s",3/11/06,8/1/80,3:00:00,PM
7/22/80 23:00,Pecos,NM,Triangle,approx 30 seconds,"two florescent triangles, huge",4/16/05,7/22/80,11:00:00,PM
7/20/80 13:00,Port Saint Lucie,FL,Triangle,~10 minutes,Large triangular craft going east over the Atlantic Ocean.,2/21/14,7/20/80,1:00:00,PM
7/15/80 6:00,Miami,FL,Triangle,a minute or two,Certain things happen to you in your life that you never forget and this is why you know they are real the rest of your life.,2/14/08,7/15/80,6:00:00,AM
7/14/80 23:00,Hamburg,NY,Triangle,3 hours,Triangular UFO sends probes into Lake Erie,1/11/05,7/14/80,11:00:00,PM
7/4/80 21:00,Rapid City,MI,Triangle,10 Minutes,three greenish lights in triangle 30+ witnesses,10/10/11,7/4/80,9:00:00,PM
7/1/80 2:00,Tracy,CA,Triangle,every night for a few mon,Mount Diablo - Devil Mountain and UFO's,6/20/05,7/1/80,2:00:00,AM
7/1/80 1:00,Caldwell,WI,Triangle,6 Secs,Three unlit triange shapes moving slowly in formation 500ft above with little sound,9/2/05,7/1/80,1:00:00,AM
6/30/80 0:00,Vineland,NJ,Triangle,,2 sided triangle of translucent light (help),6/15/17,6/30/80,12:00:00,AM
6/15/80 21:42,Nashville,TN,Triangle,40 minutes,"A large dumbbell shaped ufo appeared, and then it seemed to be engaged (as if in violation of something) by three smaller triangle ufos",6/6/00,6/15/80,9:42:00,PM
6/12/80 1:00,Middle Valley,TN,Triangle,4 min.,"approx. 150' for all three sides, no apparent front or back. yellow to white glow at the three corners. magenta in center, no apparent",5/24/99,6/12/80,1:00:00,AM
6/3/80 15:00,Lake Forest,IL,Triangle,15 min approx,Jun-80,8/12/08,6/3/80,3:00:00,PM
6/1/80 21:00,Birmingham,AL,Triangle,3 minutes,three lights that formed a triangle in the night sky,10/27/04,6/1/80,9:00:00,PM
6/1/80 20:00,Ladue,MO,Triangle,2 minutes,black triangle with rounded corners 1980 St.Louis,12/23/02,6/1/80,8:00:00,PM
6/1/80 20:00,Greeneville,TN,Triangle,30 seconds,3 witnesses see 2 large triangularobjects hovering about 100 feet inair. No sound. Objects shoot laserbeam toward one another-disappear,3/7/98,6/1/80,8:00:00,PM
5/15/80 17:40,Yonkers,NY,Triangle,3min,"Moved slowly over rooftops in early evening,",10/20/05,5/15/80,5:40:00,PM
4/5/80,Seattle,WA,Triangle,3 minutes,Metal triangle seen over Boeing field in 1980.,4/27/04,4/5/80,,
2/2/80 20:30,Georgetown,DE,Triangle,20 minutes,UFO at Vo-Tech Center comes calling again,9/2/05,2/2/80,8:30:00,PM
12/20/79 22:00,Houlton,ME,Triangle,3 minutes,"I was sitting in a parking Lot,when I noticed this triangular shaped object fly directly over head",11/9/99,12/20/79,10:00:00,PM
11/15/79 21:00,Austin,TX,Triangle,20-30 seconds,Large Triangle over Austin Texas 1979,6/3/10,11/15/79,9:00:00,PM
11/1/79 21:00,Haltom City,TX,Triangle,60 seconds,"Triangle craft flying over Haltom City, Tx. 11/01/1979",8/11/04,11/1/79,9:00:00,PM
10/10/79 22:00,Saddle Lake (Canada),AB,Triangle,4.5 or more min.,"Lights far above, that glance; then flee from the celestrialhavens, only to appear again.",1/19/05,10/10/79,10:00:00,PM
9/29/79 17:00,Haltom Ciy,TX,Triangle,10 MIN.,METALLIC GRAY TRIANGLE SHAPED CRAFT FLYING SLOWLY.,10/30/06,9/29/79,5:00:00,PM
9/18/79 21:00,Boulder,CO,Triangle,12 seconds,"Saw six bronze color flying triangles, no lights on, flying between the stars in Boulder CO, 1979.",6/9/17,9/18/79,9:00:00,PM
9/1/79 22:00,Sickles,OK,Triangle,ten minutes,It followed behind us for three miles. Appeared to be triangle shape with three lights. Made no Sound.,4/16/05,9/1/79,10:00:00,PM
9/1/79 20:00,Greenville (near the Greenville Airport),PA,Triangle,45 mins.,Craft was triangular in shape.,1/28/99,9/1/79,8:00:00,PM
8/25/79 22:00,Stone Mountain,GA,Triangle,20 minutes,"While traveling along a country road one night from Snellville to Stone Mountain, we saw an aircraft slowly moving toward us. My husba",6/23/99,8/25/79,10:00:00,PM
8/17/79 21:37,Painesville (Township),OH,Triangle,9:37 to 10:05 pm,ATTN: This is for Peter Davenport,12/2/00,8/17/79,9:37:00,PM
8/15/79 22:00,Wenatchee,WA,Triangle,7-8 seconds,"Huge silver ship passed slowly overhead, silently heading for impact with a mountain. It simply vanished.",1/10/09,8/15/79,10:00:00,PM
8/15/79 1:30,Bistolville,OH,Triangle,10seconds,"A Friend and I were looking out a window when a triangle shaped object flew over very slow, it was only about 20 feet above the tree to",2/14/06,8/15/79,1:30:00,AM
8/10/79 21:45,New Londons,WI,Triangle,5 minutes,"dark, triangular object gliding low over neighborhood.",6/6/00,8/10/79,9:45:00,PM
8/8/79 21:00,Campinas (Brazil),,Triangle,40 min,it was o tringle. it came from the horizon. first I thought it was an airplane because the light looks like a plane and because there i,8/24/10,8/8/79,9:00:00,PM
8/1/79 22:00,Omaha,NE,Triangle,2 minutes,"Multiple triangle-shaped, silver objects in night sky.",11/21/10,8/1/79,10:00:00,PM
7/28/79 22:30,Hayti/Kennett (between),MO,Triangle,2 MINUTES,"Happened when I was 17. A friend was following me from Kennett,MO to Hayti,MO in a car after we had visited our girlfriends in Kennett.",8/30/99,7/28/79,10:30:00,PM
7/16/79 12:00,Arnheim,MI,Triangle,20 min,Two thimble shaped U.F.O.s fly over head in broad daylight and make no sound. Bronze in color,3/19/02,7/16/79,12:00:00,PM
7/15/79 21:30,Ranger,WV,Triangle,15 minutes,Late night summer of 1979. Three triangle shaped craft.,11/1/98,7/15/79,9:30:00,PM
7/15/79 19:00,La Habra,CA,Triangle,1 hour,"ufo was a triangle, approx. 100 Yds each side, approx. 50 feet thick. 1st view from side..several minutes..2nd/3rd view underneath 15 m",5/24/99,7/15/79,7:00:00,PM
6/30/79 21:00,Columbia City,IN,Triangle,15 min,That night east of C. City on US 30 in the 70's,2/14/06,6/30/79,9:00:00,PM
6/16/79 23:30,Napa,CA,Triangle,10 minutes,Triangular UFO SIghting Napa County Summer 1979 (on the way to Lake Berryessa),4/16/05,6/16/79,11:30:00,PM
6/15/79 21:30,Lavigne (Canada),ON,Triangle,5 min.,still unexplained lights and craft seen in northern Ontario.,9/13/02,6/15/79,9:30:00,PM
6/1/79 23:00,Marion,IN,Triangle,1hour,Space ship in a dream.,6/21/00,6/1/79,11:00:00,PM
5/22/79 21:00,Baltic,SD,Triangle,25,Unidentified glowing orbs,2/14/08,5/22/79,9:00:00,PM
5/15/79 20:00,Omaha,NE,Triangle,30 seconds,"Silvery, triangular objects at low altitude.",7/23/00,5/15/79,8:00:00,PM
4/15/79 21:00,Lexington,NC,Triangle,5 t0 8 minutes,Night siting of a black trangle,4/27/03,4/15/79,9:00:00,PM
4/12/79 6:30,Stirling (UK/Scotland),,Triangle,15,mothership and three discs,11/8/03,4/12/79,6:30:00,AM
4/4/79 13:00,Portland,OR,Triangle,a while,If you saw the triangle I have described. It would be very wise to search your memories.,12/16/05,4/4/79,1:00:00,PM
4/1/79 22:00,Thomasville,NC,Triangle,2 minutes,"2 sighting a month apart, 1st being red lights engulfing my car, 2nd being 3 triangle crafts in a circle formation with white lights.",5/29/11,4/1/79,10:00:00,PM
3/25/79 20:00,Big Sur (Lucia),CA,Triangle,20 min,"triangular glowing, amber object lighting circle of ocean, leaving glowing light and dropping 2 glowing objects into ocean, silent,",10/31/08,3/25/79,8:00:00,PM
2/25/79 21:00,Tallmadge,OH,Triangle,9 mins.,"Slow moving triangular shape---at least the light pattern,seen in tallmadge ohio 2-5-79",12/3/04,2/25/79,9:00:00,PM
2/20/79 2:00,Pismo Beach,CA,Triangle,7 minutes,An enormous triangle hovered over me for at least seven minutes.,8/12/08,2/20/79,2:00:00,AM
2/5/79 21:00,Tallmadge,OH,Triangle,1-2mins,"ufo lights seen in Tallmadge, Ohio ,beginning on 2-05-79",12/14/04,2/5/79,9:00:00,PM
1/15/79 20:30,Salt Lake City,UT,Triangle,20 sec,enormous triangle gliding silently overhead,4/16/05,1/15/79,8:30:00,PM
1/15/79 20:00,Clines Corners/Tijeras (between),NM,Triangle,20 - 25 minutes,"25 minute event of a Triangle shaped object seen by many on Interstate 40 in New Mexico, between Clines Corner and Tijera,New Mexico",7/28/10,1/15/79,8:00:00,PM
1/7/79 20:00,Toronto (Canada),ON,Triangle,0.3,"Can’t say for sure the date or year, I was about 14 at the time, sitting on my porch with my neighbors they were about 9, 11 years old",3/19/09,1/7/79,8:00:00,PM
12/9/78 19:00,Ringwood,NJ,Triangle,3minutes,Triangular aircraft sighted from Virginia to NY State in '78,4/16/05,12/9/78,7:00:00,PM
11/5/78 19:00,Lebanon/Enfield,NH,Triangle,~25 minutes,"November 1978 I saw a Triangle shaped UFO with a red light under the bottom that beamed outward, in Lebanon and Enfield, NH.",6/4/14,11/5/78,7:00:00,PM
10/25/78 14:00,Adelaide (Australia),,Triangle,30 seconds,Sighting in South Australia during the seventies,7/31/15,10/25/78,2:00:00,PM
10/20/78 22:00,West Seneca,NY,Triangle,10 min.,"two triangler, dark grey objects hovering at tree top level.",2/1/07,10/20/78,10:00:00,PM
10/12/78 21:00,Dyersburg,TN,Triangle,2 hours,NW TN TRIANGLE.,9/9/13,10/12/78,9:00:00,PM
9/15/78 23:00,Shelby,OH,Triangle,10 minutes,"Triangular, slow moving object with no lights and very low altitude outside of Shelby",4/27/04,9/15/78,11:00:00,PM
9/15/78 21:00,"Wootton Bridge, Isle of Wight (UK/England)",,Triangle,10 minutes,Squat 'arrow' shaped craft seen over Wootton on the Isle of Wight,9/2/05,9/15/78,9:00:00,PM
9/15/78 10:00,Wells,ME,Triangle,one minute,"huge, diamond shape object flying low in southern Maine",10/30/06,9/15/78,10:00:00,AM
9/1/78 19:00,Memphis,TN,Triangle,6:00,ufo sighting over my car Memphis,1/10/09,9/1/78,7:00:00,PM
8/24/78 17:00,Fort Worth,TX,Triangle,8 min.,Grayish metallic triangle shaped craft emits green aura over Texas.,10/30/06,8/24/78,5:00:00,PM
8/15/78 21:00,Ticonderoga,NY,Triangle,10seconds,"Triange shape,no noise,huge,pink lights.",12/23/02,8/15/78,9:00:00,PM
8/15/78 19:30,Carbon Hill,AL,Triangle,3-4 minutes,"A large triangle shaped craft, close to the ground, with no sound, at all.",9/30/13,8/15/78,7:30:00,PM
8/12/78 2:00,Des Moines,IA,Triangle,30 seconds,Boomerang shape many light made no sound.,2/4/13,8/12/78,2:00:00,AM
7/20/78 2:00,New York City (Brooklyn),NY,Triangle,2-3 min.,"Retired Police Officer:Triangle shape, with 6 glowing red lights, seperated and shot across the sky (left to right) then came together.",9/2/05,7/20/78,2:00:00,AM
7/15/78 23:00,Fargo,ND,Triangle,1 minute,"Glowing triangular object, composed of smaller triangles, floated silently across sky from NE to SW.",1/28/99,7/15/78,11:00:00,PM
7/10/78 21:00,Grand Rapids,MI,Triangle,5 Minutes,"Dark, Black Triangle Craft",10/10/11,7/10/78,9:00:00,PM
7/7/78 22:00,Tahlequah,OK,Triangle,7 minutes,"Triangular, silent, motionless totally flat black craft with front facing light beam.",2/4/13,7/7/78,10:00:00,PM
7/4/78 19:00,San Diego,CA,Triangle,10 minutes,Two young boys spot a triangle in the early summer eve,7/25/04,7/4/78,7:00:00,PM
7/1/78 22:00,Monsey,NY,Triangle,15 minutes.,"My boyfriend and I saw a triangular shaped object spinning in circles, lights rotating..It jut across the evening sky within the stars",2/16/99,7/1/78,10:00:00,PM
7/1/78 20:00,Riverside,CA,Triangle,10 minutes,"3 triangular shaped ufos over an empty field in Riverside, CA with beams of light searching the field; no noise, no wind, not copters",9/4/03,7/1/78,8:00:00,PM
7/1/78 15:00,Quincy (15 miles southeast of),CA,Triangle,2 minutes,"A black object suspended about 150 feet from me, with 2 beings. They appeared to be watching me. I waved, and it zoomed off.",12/16/99,7/1/78,3:00:00,PM
7/1/78 1:00,Memphis,TN,Triangle,45 mins,"2 huge triangle shaped objects, low to the ground moving very slow. we follow them for several miles before they vanish.",11/17/99,7/1/78,1:00:00,AM
7/1/78 0:30,Edina,MN,Triangle,2.5 minutes,"7/1/78 01:00hours Edina/Minneapolis. MN. single very slow moving black triagle, 2 min visible",12/20/12,7/1/78,12:30:00,AM
6/30/78 23:30,New Washington,OH,Triangle,10 minutes,Triangular-shaped craft travelled with me before speeding off out of sight.,4/1/16,6/30/78,11:30:00,PM
6/30/78 21:00,Lake Havasu,AZ,Triangle,5 minutes,"Triangular UFO with following craft - Lake Havasu, AZ",6/9/09,6/30/78,9:00:00,PM
6/15/78,Warrensville,PA,Triangle,5 mins,"my friend and I were shooting pool at his home early in the morning, I belive it was a friday or saterday morning. when we heared a lo",3/29/04,6/15/78,,
6/14/78 9:15,Los Angeles,CA,Triangle,7 minutes,Triangle crafts in V formation slowly flew over parking lot in Los Angeles Crenshaw shopping area,5/11/05,6/14/78,9:15:00,AM
6/1/78 20:00,Ocean City,NJ,Triangle,10 minutes,"Ocean City, NJ, triangle of 3 lights, hovered over condominium, no sound, departed with incredible speed",5/15/06,6/1/78,8:00:00,PM
5/10/78 20:30,Sandwich,MA,Triangle,5 Minutes,Irregularly-shaped large elongated triangle with blue after-glow seen soundlessly moving over Cape Cod.,10/30/06,5/10/78,8:30:00,PM
5/7/78 21:50,Grand Prairie,TX,Triangle,1 minute,1978 Ufo Grand Prairie Century 4 drive In.,3/8/07,5/7/78,9:50:00,PM
5/6/78 21:00,Barrington,IL,Triangle,10 minutes,Very large triangular humming (pulsing) craft with several lights moving slowly,5/13/12,5/6/78,9:00:00,PM
3/17/78 19:00,Denver,CO,Triangle,45 minutes,"Denver, Colorado, March 17, 1977, at around 7:30 pm. Two objects seen up close. One hovered over our home, the other flew over at just",4/2/99,3/17/78,7:00:00,PM
3/4/78 22:00,Yreka,CA,Triangle,10 minutes,Low flying large darkened triangle with no sound seen by nine policemen,4/27/07,3/4/78,10:00:00,PM
2/9/78 19:45,Brighton,MI,Triangle,2 Hours,Southeast Michigan UFO flap February 1978,6/12/08,2/9/78,7:45:00,PM
2/1/78 22:00,Dublin,NH,Triangle,15-20 min,"I was with five friends at prep school in Dublin NH (Dublin School a private school) we were on the ""Upper FIeld"" which was a soccer fi",12/9/00,2/1/78,10:00:00,PM
1/8/78 22:00,Cardiff (UK/Wales),,Triangle,20 mins,"light in the sky splits into 3, one of which is observed to be a huge triangle",8/28/03,1/8/78,10:00:00,PM
1/1/78 2:30,Whittier,CA,Triangle,unknown,"Colaboration of 1978 sighting in Whittier, California (Southeast Los Angeles County).",1/17/04,1/1/78,2:30:00,AM
12/17/77 19:30,Muscoda,WI,Triangle,20 sec.,I saw lights in a triangle shape decending straight down and a red light came on as it went behind the hills.,10/31/08,12/17/77,7:30:00,PM
12/15/77 19:00,Milpitas (Morgan Hill?),CA,Triangle,~20 minutes,"We were all in a large group at the farm in milpitas ca. the 3 very close very bright lights stunned us all , we were all--- i don;t kn",5/10/16,12/15/77,7:00:00,PM
11/26/77 14:00,Canandaigua,NY,Triangle,1 to 2 hours,Triangular craft watching Bristol Mountain Ski Resort,6/10/10,11/26/77,2:00:00,PM
11/22/77 23:30,Tahlequah,OK,Triangle,five minutes,"Triangular shaped object stopped over horse pasture in Tahlequah, Oklahoma in 1977",1/10/09,11/22/77,11:30:00,PM
11/11/77 22:00,Jackson,MS,Triangle,5 min,large black triangular craft with searchlight moving slowly,4/16/05,11/11/77,10:00:00,PM
10/24/77 19:00,Winnipeg (Canada),MB,Triangle,1 minute,"Black Triangle hovers over car in city (soundless), street lights went out, ""whoosh"" acceleration, then street lights back on.",11/21/10,10/24/77,7:00:00,PM
10/15/77 21:00,Biloxi,MS,Triangle,<1 minute,Silent black triangular object flying at low level near Kessler AFB.,3/19/09,10/15/77,9:00:00,PM
10/10/77 17:00,London,ON,Triangle,20 minutes,"No sound, one light in front tip of triangle and moved extremely slowly.",12/30/16,10/10/77,5:00:00,PM
9/15/77 21:00,Heber,AZ,Triangle,10 seconds,"Witnessed an enormous black triangle with lights traveling overhead, at a very low altitude at night in a remote area.",3/21/03,9/15/77,9:00:00,PM
9/15/77 20:00,Dublin,NH,Triangle,five to ten minutes +/-,"There were six of us. We were on the ""Upper Field"" of our prep school where there were no outside lights. The night sky was bright (goo",1/11/02,9/15/77,8:00:00,PM
9/12/77 19:00,Gabbs,NV,Triangle,3 minutes,Triangular craft w/ six amber lights over Nevada desert.,4/25/02,9/12/77,7:00:00,PM
9/1/77 23:00,Tahlequah,OK,Triangle,Ten Minutes,Stopped on North Water street just north of Allen Road because one of the four passengers in the car needed to urinate. I was in back l,11/21/10,9/1/77,11:00:00,PM
9/1/77 21:00,Dublin,HI,Triangle,10-15 minutes,"I contacted some other site about six months ago about this but heard nothing.

I was at a Prep School, Junior year, in Dublin, NH. I",11/20/01,9/1/77,9:00:00,PM
9/1/77 16:00,Everett,WA,Triangle,10 minutes,"Two Objects in late afternoon, camouflaging themselves in the clouds, translucent, traveling east above 45th ave., then north, then rap",1/22/00,9/1/77,4:00:00,PM
9/1/77 0:00,Bourbonnais,IL,Triangle,30 MIN,BOLIDE RELATED UFO,4/25/02,9/1/77,12:00:00,AM
8/14/77 16:30,Olney,IL,Triangle,1 minute,Triangular fire balls in August evening sky,2/22/05,8/14/77,4:30:00,PM
8/11/77 17:00,Cartecay,GA,Triangle,unknown,"A huge slow movingTriangle shaped hole in the sky, a cut -out that became dense and larger with 3 lights",4/16/05,8/11/77,5:00:00,PM
8/9/77 22:00,Denver,CO,Triangle,15 seconds,"Myself and a friend's sister were standing on a rear balcony at 18th and Franklin St. (SE corner, alley) when we both seemed to ""sense""",2/14/06,8/9/77,10:00:00,PM
8/8/77 22:00,Patagonia (Argentina),,Triangle,2minutes,we where looking for old indian artefacts whe we saw it coming from tierra del fuego {south} it was big and silent and dull black also,1/7/00,8/8/77,10:00:00,PM
8/8/77 21:00,Jefferson,OH,Triangle,three min,"Triangle shaped with red, blue, white, lights on corners. Making right turns.",8/12/08,8/8/77,9:00:00,PM
8/1/77 22:00,Mechanicsburg,PA,Triangle,3 minutes,Triangle shaped (white only) lights observed flying directly over head apeared to be one solid object,10/30/06,8/1/77,10:00:00,PM
7/26/77 22:00,Toronto (north of) (Canada),ON,Triangle,5- 10 minutes,"dark triangle blanks out stars, lights appear",4/27/07,7/26/77,10:00:00,PM
7/24/77 23:45,Cerrillos,NM,Triangle,25 minutes,We saw a craft flying making instantaeous 45 degree turns and landed less than 100 ft from us.,4/12/13,7/24/77,11:45:00,PM
7/15/77 1:00,Arleta,CA,Triangle,5 minutes,Hovering ship over back yard,2/4/13,7/15/77,1:00:00,AM
7/14/77 13:00,Live Oak,CA,Triangle,1 hour,The Triangle over Live Oak,11/28/07,7/14/77,1:00:00,PM
7/12/77 1:30,Des Moines,IA,Triangle,3 min,never made a sound,6/12/08,7/12/77,1:30:00,AM
7/10/77 21:00,Clarion,PA,Triangle,5 minutes total,"Silent, slow moving black triangle hovering over interstate.",4/13/17,7/10/77,9:00:00,PM
7/1/77 15:00,Miami,FL,Triangle,1/2 hour,"Over downtown Miami, 1 mile triangular - no fewer than 300,000 peope saw it.",1/22/00,7/1/77,3:00:00,PM
6/30/77 16:00,Whittier,CA,Triangle,2 hrs.,Huge Triangle over Whittier in 1977,5/15/06,6/30/77,4:00:00,PM
6/20/77 20:30,Accord,NY,Triangle,20min,"The object was triangular, totally silent and observed for 20 min and moved slowly with red & green lights and 1 white light.",1/22/04,6/20/77,8:30:00,PM
6/15/77 21:00,Auburn,CA,Triangle,3 seconds,"UFO momentaily flies 50 to 60 feet above street, seemingly out of control, then flies off.",1/17/04,6/15/77,9:00:00,PM
6/15/77 13:00,Cedar City (east of),UT,Triangle,15 sec,"It was long getting larger from front to back, black,50 feet up and made no noise.",4/27/04,6/15/77,1:00:00,PM
6/1/77 1:30,Coral Springs,FL,Triangle,12-15 minutes,Right over the top of me and so close I may have been able to hit it with a rock,8/7/07,6/1/77,1:30:00,AM
6/1/77 0:30,Raymond,NH,Triangle,2 Minutes,Triangular object with multi-colored lights hovering at treelines,7/30/02,6/1/77,12:30:00,AM
5/1/77 0:00,Jacksonville,AR,Triangle,5 minutes,"Luminious at a distance, very fire like ( massive blaze, orangish-red glow, turning amber up close. Very quiet. Triangular shape,",2/18/01,5/1/77,12:00:00,AM
3/2/77 20:45,Hometown,PA,Triangle,about 5 minutes,"loud triangular craft with 3 lights over rural Schuylkill County, PA in 1977",12/14/06,3/2/77,8:45:00,PM
2/10/77 21:00,Rio de Janeiro (Brazil),,Triangle,1 minute,"I WAS IN BARRA DA TIJUCA IN A CAMPING SITE WITH 2 FRIENDS, SAW LIKE A PYRAMID IN THE AIR, STARTED TO RUN AWAY, THE GIRL RAN AWAY A FEW",3/4/03,2/10/77,9:00:00,PM
1/19/77 20:30,Coventry,RI,Triangle,2 minutes,"Huge wing craft - 1000 feet in width hovered over house, no noise or lights",8/12/08,1/19/77,8:30:00,PM
12/3/76 23:00,Monrovia,IN,Triangle,20 min,"after being followed by a ufo, a beam of light shown down on my sister",2/16/99,12/3/76,11:00:00,PM
10/16/76 0:00,New Gretna,NJ,Triangle,unending,"the object was standing still in the sky , no noise,as close as tall skyscraper, triangle shaped, whites lights around the edges",4/16/05,10/16/76,12:00:00,AM
9/15/76 4:00,Fairbanks,AK,Triangle,10 minutes,"I have video of surgery in my left shoulder that was found by my Doctor. My experience began when I was a child, it was like a dream bu",9/29/15,9/15/76,4:00:00,AM
8/25/76 22:00,Jonesboro,LA,Triangle,30 min.,Triangular craft w/ flashing lights in 1976,9/2/05,8/25/76,10:00:00,PM
8/18/76 17:00,Sycamore,IL,Triangle,15 minutes,I looked up and saw hovering directly over my head at about two story roof height three lights in a triangular pattern.,1/17/04,8/18/76,5:00:00,PM
8/15/76 21:00,Kenosha,WI,Triangle,10 minutes,"triangular object,white lights in pyramid rows.very high in sky,half the size of the united states.watched object for 10 minutes.",6/9/09,8/15/76,9:00:00,PM
8/11/76 21:00,Portland,OR,Triangle,20 min,"Large triangle remembered in Portland, Oregon",10/10/11,8/11/76,9:00:00,PM
